video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings
REzCqnydj9E,CMU Bhangra at Boston Bhangra 2023,2023-12-20T01:00:12Z,2023,PT7M23S,2240,29.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the CMU Bhangra (representing Carnegie Mellon University in Pittsburgh, Pennsylvania, USA) with their performance at Boston Bhangra 2023.

Boston Bhangra 2023 took place on December 2 2023 at the Strand Theater in Boston, Massachusetts, USA.

I'd also like to take a moment to express my sincere gratitude to Boston Bhangra, and Chardikla Time TV for its support as a grand sponsor of the Boston Bhangra. Additionally, I would like to extend my thanks to both entities for granting Gabroo TV the privilege and partnership allowing us to capture and showcase Boston Bhangra 2023 in the unique and distinctive style of GTV.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #cmubhangra #bostonbhangra @bostonbhangra7123",None
HPMYFbvYoRc,Royal Academy of Punjab at East Side Bhangra 2023,2023-12-18T01:00:10Z,2023,PT8M17S,2737,37.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Royal Academy of Punjab (representing Surrey, Vancouver, Canada) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #royalacademy #royalacademyofpunjab",None
hGh2cqRjZ8E,Detroit De Shikari at Boston Bhangra 2023,2023-12-17T01:00:09Z,2023,PT7M28S,4026,41.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Detroit De Shikari (representing Michigan, USA) with their performance at Boston Bhangra 2023. This was the second competitive performance of the night.

Boston Bhangra 2023 took place on December 2 2023 at the Strand Theater in Boston, Massachusetts, USA.

I'd also like to take a moment to express my sincere gratitude to Boston Bhangra, and Chardikla Time TV for its support as a grand sponsor of the Boston Bhangra. Additionally, I would like to extend my thanks to both entities for granting Gabroo TV the privilege and partnership allowing us to capture and showcase Boston Bhangra 2023 in the unique and distinctive style of GTV.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #detroitdeshikari #bostonbhangra @bostonbhangra7123",None
TFb9rUMbbTU,Apni Shaan Apni Pehchaan (ASAP Bhangra) at Boston Bhangra 2023,2023-12-16T03:00:10Z,2023,PT8M22S,4636,49.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Apni Shaan Apni Pehchaan (representing Tampa, Florida, USA) with their performance at Boston Bhangra 2023. This was the first competitive performance of the night.

Boston Bhangra 2023 took place on December 2 2023 at the Strand Theater in Boston, Massachusetts, USA.

I'd also like to take a moment to express my sincere gratitude to Boston Bhangra, and Chardikla Time TV for its support as a grand sponsor of the Boston Bhangra. Additionally, I would like to extend my thanks to both entities for granting Gabroo TV the privilege and partnership allowing us to capture and showcase Boston Bhangra 2023 in the unique and distinctive style of GTV.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #asapbhangra #bostonbhangra @bostonbhangra7123",None
Gn7fjxSHsmM,Assi hasde hi rehne aa #bhangra #dance #gabrootv #gabroogulabwargey #punjabi #bhangraworldwide,2023-11-21T06:22:22Z,2023,PT50S,23295,1286.0,8.0,Harjot Hundal (Gabroo Tv),24,,,None
V46YJ8RfsRU,Gabroo Gulab Wargey - First place at Bhangra in the Burgh 2023,2023-11-21T05:22:31Z,2023,PT9M46S,38302,380.0,38.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Gabroo Gulab Wargey, otherwise known as GGW (representing Fresno & Bay Area California, USA) with their First Place performance at Bhangra in the Burgh 2023.

Dancers:
Red: Dee Brar & Arvind Subramanian 
Pink: Joti Dhaliwal & Aman Malhotra 
Black: Sehj Singh & Eish Maheshwari
Teal: Amit Kohli & Hardik Singh 
Blue: Teg Singh & Adeel Markatia 
Green: Aditya Iswara & Sanjeev Vinodh
Dholi: Nish 

Mix: LegitAmit, Momo, Nish

https://soundcloud.com/legitamit1/gabroo-gulab-wargey-bhangra-in-the-burgh-2023-first-place-legitamit-x-momo-x-dholi-nish

Bhangra in the Burgh 2023 took place on Saturday November 18 2023 at the Sailors and Soldiers Memorial Hall, in Pittsburgh, Pennsylvania, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #gabroogulabwargey #bhangraintheburgh #ggwbhangra",First
a7Jjl9PJkgE,Nachde Punjabi at East Side Bhangra 2023,2023-10-05T00:00:07Z,2023,PT8M36S,6435,95.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi (representing Toronto, Ontario, Canada) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #nachdepunjabi",None
9mfBqObxHA4,Young Bhangra - Third Place at East Side Bhangra 2023,2023-10-04T00:00:10Z,2023,PT8M10S,8361,112.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Young Bhangra (representing Calgary, Alberta, Canada) with their Third Place performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #youngbhangra #youngbhangraclub",Third
bM316a7GZtw,Central Valley Bhangra at East Side Bhangra 2023,2023-09-28T00:00:11Z,2023,PT7M57S,7949,79.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Central Valley Bhangra (representing Fresno, California, USA) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #centralvalleybhangra",None
TpuMLMq7yvw,World's largest Dhamaal circle on September 16 2023 in Markham Ontario Canada #bhangra #dance,2023-09-17T19:12:15Z,2023,PT54S,17566,652.0,2.0,Harjot Hundal (Gabroo Tv),24,,World's largest Dhamaal circle on September 16 2023 in Markham Ontario Canada #bhangra #dance,None
rNht9gXmfvI,Nach Apna Anokha Maan (NAAM Bhangra) at Dhamak Bhangra 2023,2023-09-04T13:00:09Z,2023,PT7M57S,7384,105.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nach Apna Anokha Maan, aka NAAM Bhangra (representing Vancouver, British Columbia, Canada) with their performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #naambhangra",None
m-tLYGArWB4,Bhangra Brigade at Dhamak Bhangra 2023,2023-08-20T13:00:11Z,2023,PT11M6S,8508,151.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Bhangra Brigade (representing Toronto, Ontario, Canada) with their performance at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #punjabifolkdanceacademy #pfda",None
xej4uVueBro,Beatbox Boliyan ♥️ #bhangra #dance #bhangramusic #gabrootv #beatbox #bhangradancers,2023-08-04T00:39:28Z,2023,PT56S,33944,2513.0,11.0,Harjot Hundal (Gabroo Tv),24,,,None
yP8bkmGTCck,Young Bhangra Club at Dhamak Bhangra 2023,2023-08-03T05:36:05Z,2023,PT8M15S,8238,102.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Young Bhangra Club (representing Calgary, Alberta, Canada) with their performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #youngbhangra",None
77KL4teytlM,Norcal Naujawan at Dhamak Bhangra 2023,2023-08-03T05:24:56Z,2023,PT8M41S,8065,101.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Norcal Naujawan (representing San Jose, California, USA) with their performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #norcalnaujawan",None
sOFHg_C0jWQ,Punjabi Folk Dance Academy Girls at Dhamak Bhangra 2023,2023-08-03T05:13:56Z,2023,PT8M15S,11597,147.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Punjabi Folk Dance Academy girls team (representing Edmonton, Alberta, Canada) with their performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #punjabifolkdanceacademy #pfda",None
gLsMno9b8c8,Shan E Punjab - First Place Music Category at Dhamak Bhangra 2023,2023-08-03T05:02:29Z,2023,PT8M54S,21430,233.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Shan E Punjab (representing Surrey, British Columbia, Canada) with their First Place performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #shanepunjab",First
GtXFfNhqhGE,Madak Mutiyaaran Di at Dhamak Bhangra 2023,2023-08-03T04:47:46Z,2023,PT7M59S,7326,57.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Madak Mutiyaaran Di (representing Toronto, Ontario, Canada) with their performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #madakmutiyaarandi #mmdbhangra",None
PYPJvj8b59E,Nachdi Jawani at Dhamak Bhangra 2023 #bhangra #dance #bhangramusic #folkarts #gabrootv #nachdijawani,2023-08-02T03:56:17Z,2023,PT29S,43033,1841.0,5.0,Harjot Hundal (Gabroo Tv),24,,,None
NwZgMNw-FaU,Nachdi Jawani's Ankhiley Punjab De - Second Place Music Category at Dhamak Bhangra 2023,2023-08-02T01:00:10Z,2023,PT8M51S,14601,132.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's Ankhiley Punjab De (representing Toronto, Ontario, Canada) with their Second Place performance in the Music Category at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #nachdijawani",Second
o8FBHnBUww8,Punjabi Heritage Folk - Second Place at Dhamak Bhangra 2023,2023-08-01T07:40:29Z,2023,PT11M53S,10039,120.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is (PHF) Punjabi Heritage Folk (representing Edmonton, Alberta, Canada) with their Second Place performance at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #phf #punjabiheritagefolk",Second
fNiMitDaE9U,Punjabi Folk Dance Academy - First Place Live Category at Dhamak 2023,2023-08-01T07:40:24Z,2023,PT11M56S,14033,169.0,11.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is (PFDA) Punjabi Folk Dance Academy (representing Edmonton, Alberta, Canada) with their First Place performance at Dhamak Bhangra 2023.

Dhamak Bhangra 2023 took place on Saturday July 29 2023 at the Southern Alberta Jubilee Auditorium in Calgary, Alberta, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #dhamakbhangra #punjabifolkdanceacademy #pfda",First
nw_4w426pVo,Royal Academy of Punjab third place at Dhamak 2023 #bhangra #bhangramusic #gabrootv #bhangradancers,2023-08-01T03:21:50Z,2023,PT1M1S,16024,638.0,2.0,Harjot Hundal (Gabroo Tv),24,,"Royal Academy of Punjab with their third place performance at Dhamak 2023, in Calgary Alberta Canada #bhangra #gabrootv #dhamaka #dhamak #royalacademy",Third
iFlzyG-zqsY,Norcal Naujawan - Third Place at GHG Bhangra 2023,2023-07-30T13:00:09Z,2023,PT8M39S,6683,115.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Norcal Naujawan (representing Northern California) with their Third Place performance at GHG Bhangra 2023.

GHG Bhangra 2023 took place on Saturday July 22 2023 at the William Saroyan Theatre in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ghgbhangra #norcalnaujawan",Third
b3HBR1yq0Ro,Royal Academy of Punjab at GHG Bhangra 2023,2023-07-27T05:00:01Z,2023,PT9M36S,7824,69.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Royal Academy of Punjab (representing Surrey BC, Canada) with their First Place performance at GHG Bhangra 2023.

GHG Bhangra 2023 took place on Saturday July 22 2023 at the William Saroyan Theatre in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ghgbhangra #royalacademy",None
oHuaIJYFq0Y,Gabroo Gulab Wargey - First Place at GHG Bhangra 2023,2023-07-27T04:54:13Z,2023,PT8M52S,56318,808.0,25.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Gabroo Gulab Wargey (representing California's central valley) with their First Place performance at GHG Bhangra 2023.

GHG Bhangra 2023 took place on Saturday July 22 2023 at the William Saroyan Theatre in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ghgbhangra #gabroogulabwargey",First
rBMgavPu7a8,GOT Bhangra at GHG Bhangra 2023,2023-07-27T04:45:17Z,2023,PT8M14S,11029,116.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is GOT Bhangra (representing Southern California) with their performance at GHG Bhangra 2023.

GHG Bhangra 2023 took place on Saturday July 22 2023 at the William Saroyan Theatre in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ghgbhangra #gotbhangra",None
vUZuJGvphK4,Sunehri Folk Arts Club at GHG Bhangra 2023,2023-07-27T04:37:34Z,2023,PT9M1S,6381,95.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Sunehri Folk Arts Club (representing Vancouver BC, Canada) with their performance at GHG Bhangra 2023.

GHG Bhangra 2023 took place on Saturday July 22 2023 at the William Saroyan Theatre in Fresno, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ghgbhangra #sunehrifolkartsclub",None
