video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings,competition_name,team_name,comp_year,total_comps,placing_score,sum_placing_score,finalscore,number_of_teams_in_comp,comp_numerator,comp_score
d5S6odTOIMA,nachde punjabi junior girls live bhangra at flower city bhangra 2022,2022-09-01T02:23:22Z,2022,705,6528,98.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is the Nachde Punjabi junior LIVE girls Bhangra team with their performance in the Junior category at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #ranglapunjabartsacademy",None,bhangra city,nachde punjabi,2022,10,0.1,1.8,0.18,73,26.72310967979389,0.3660699956136149
vEmkKAyj9NI,"nachdi jawani rangla punjab, first place junior category at flower city bhangra 2022",2022-09-01T04:42:07Z,2022,687,17157,203.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is the G9 Bhangra Academy Seniors with their performance at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #nachdijawani",1,bhangra city,nachdi jawani,2022,22,1.0,12.7,0.5772727272727273,73,26.72310967979389,0.3660699956136149
QY0KKQ3l8y0,g9 bhangra academy at flower city bhangra 2022,2022-09-02T05:00:10Z,2022,815,6709,115.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is the G9 Bhangra Academy with their performance in the Senior category at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #g9bhangra",None,bhangra city,g9 bhangra academy,2022,3,0.1,0.30000000000000004,0.10000000000000002,73,26.72310967979389,0.3660699956136149
dWVMqZ0sMdc,punjabi folk dance academy - third place senior category at flower city bhangra 2022,2022-09-02T06:00:11Z,2022,778,8505,121.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is the Punjabi Folk Dance Academy from Edmonton (PFDA) with their Third Place performance in the Senior category at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #pfdaedmonton",3,bhangra city,punjabi folk dance academy,2022,8,0.5,4.7,0.5875,73,26.72310967979389,0.3660699956136149
Ar_xSG_7iVM,punjabi lok naach academy - first place senior category at flower city bhangra 2022,2022-09-02T08:00:10Z,2022,796,26960,434.0,16.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is Punjabi Lok Naach Academy with their First Place performance in the Senior category at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #punjabiloknaachacademy",1,bhangra city,punjabi lok naach academy,2022,3,1.0,3.0,1.0,73,26.72310967979389,0.3660699956136149
oDuw_JHlmac,g9 bhangra - third place live bhangra girls category at 6ix city bhangra 2025,2025-03-20T03:59:23Z,2025,594,2270,31.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is G9 Bhangra with their Third Place performance in the Live Bhangra Girls category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #g9 #g9bhangra",3,bhangra city,g9 bhangra,2025,1,0.5,0.5,0.5,73,26.72310967979389,0.3660699956136149
nMHlmQooPQE,sonay gabroo punjab de @ motor city bhangra 2014,2014-02-26T17:11:44Z,2014,739,19617,73.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Sonay Gabroo Punjab De;SGPD;Toronto;Ontario;Motor City Bhangra;Competition;2014;14,"This is Sonay Gabroo Punjab De representing Toronto Ontario Canada, performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net


Dancers:
Red: Navi Sidhu and Amritpal Grewal
Blue: Dalbir Dhanota and Parmdeep Bhangoo
Green: Gurpal Gill and Karan Sagoo 
Yellow: Rajbir Grewal and Sukhchain Grewal 

Band:
Dholi: Gaurav Sharma
Singer: Aman Yaar 
Algozey: Neet Basra
Chimta: Vic Sehdev

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,sonay gabroo punjab de,2014,1,0.1,0.1,0.1,73,26.72310967979389,0.3660699956136149
6lrVDwK_NrY,folk crew dance academy - live bhangra boys category at 6ix city bhangra 2025,2025-03-22T06:42:07Z,2025,693,3258,24.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Folk Crew Dance Academy with their performance in the Live Bhangra Boys category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #folkcrew #folkcrewdanceacademy",None,bhangra city,folk crew dance academy,2025,2,0.1,0.85,0.425,73,26.72310967979389,0.3660699956136149
Cagfsp3yVTM,punjabi heritage folk - first place live bhangra boys category at 6ix city bhangra 2025,2025-03-22T05:53:35Z,2025,735,12088,141.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Heritage Folk with their First Place performance in the Live Bhangra Boys category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #phfedmonton #punjabiheritage #punjabiheritagefolk",1,bhangra city,phf edmenton,2025,12,1.0,6.0,0.5,73,26.72310967979389,0.3660699956136149
El_Fi_U3qIk,rangla punjab arts academy sherniyan - first place live girls category at 6ix city bhangra 2025,2025-03-22T05:41:07Z,2025,642,9584,108.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Rangla Punjab Arts Academies Sherniyan with their First Place performance in the Live Bhangra Girls category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #ranglapunjab #ranglapunjabartsacademy #sherniyan",1,bhangra city,rangla punjab arts academy,2025,4,1.0,2.85,0.7125,73,26.72310967979389,0.3660699956136149
GF5fhM3ziHU,punjabi folk dance academy - second place live bhangra boys category at 6ix city bhangra 2025,2025-03-22T05:26:51Z,2025,689,4437,54.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Folk Dance Academy with their Second Place performance in the Live Bhangra Boys category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #pfda #punjabifolkdance #punjabifolkdanceacademy",2,bhangra city,punjabi folk dance academy,2025,8,0.75,4.7,0.5875,73,26.72310967979389,0.3660699956136149
1W2wLmbCj6s,nachde punjabi gabroo - live bhangra boys category at 6ix city bhangra 2025,2025-03-22T05:26:19Z,2025,689,1919,20.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi Gabroo with their performance in the Live Bhangra Boys category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #nachdepunjabi #nachdepunjabigabroo",None,bhangra city,nachde punjabi,2025,10,0.1,1.8,0.18,73,26.72310967979389,0.3660699956136149
uGIKQlyLopw,virginia school of bhangra - third place live bhangra boys category at 6ix city bhangra 2025,2025-03-20T04:18:57Z,2025,703,9787,144.0,13.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia School of Bhangra with their Third Place performance in the Live Bhangra Boys category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #vsb #virginiaschoolofbhangra",3,bhangra city,virgina school of bhangra,2025,11,0.5,4.75,0.4318181818181818,73,26.72310967979389,0.3660699956136149
IZeV-bm3XeE,folk crew dance academy - second place live bhangra girls category at 6ix city bhangra 2025,2025-03-20T04:08:50Z,2025,660,2697,32.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Folk Crew Dance Academy with their Second Place performance in the Live Bhangra Girls category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #folkcrew #folkcrewdanceacademy",2,bhangra city,folk crew dance academy,2025,2,0.75,0.85,0.425,73,26.72310967979389,0.3660699956136149
P1p6A2t9OH4,nachdi jawani's rangla punjab - second place live category at 6ix city bhangra cup 2024,2024-04-01T08:27:05Z,2024,775,17343,187.0,11.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's junior live team Rangla Punjab (representing Toronto, Ontario, Canada) with their Second Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Coach: Gurmukh Singh Sagoo
Dholi: Sukhjinder Sapra
Singer: Billa
Algoze: Sukhmandeep Singh
Bugchu & Tumbi: Jasraj Lainla
Chimta: Karanvir Grewal

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #royalacademy #6ixcitybhangra #6ixcitybhangracup",2,bhangra city,nachdi jawani,2024,22,0.75,12.7,0.5772727272727273,73,26.72310967979389,0.3660699956136149
i0I9L_iVDEA,rooh punjab dee (live category) at 6ix city bhangra cup 2024,2024-04-02T05:15:05Z,2024,685,4685,67.0,14.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Rooh Punjab Dee (representing Abbotsford, British Columbia, Canada) with their performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Rohit Sharma
Singer: Gurman Birdi
Algoze: Sukhmandeep Singh
Tumbi & Bugchu: Joban Sunami
Chimta: Dilroop Atwal

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #roohpunjabdee #6ixcitybhangra #6ixcitybhangracup",None,bhangra city,rooh punjab dee (live category),2024,1,0.1,0.1,0.1,73,26.72310967979389,0.3660699956136149
Qiv7V8zfhbg,rangla punjab arts academy @ big city bhangra 2019,2019-12-01T01:00:11Z,2019,549,15284,235.0,15.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Rangla Punjab;Rangla Punjab Arts Academy;Big City Bhangra,"This is the Rangla Punjab Arts Academy with their Third Place performance at Big City Bhangra 2019, which was a junior Bhangra and Giddha competition for the youth.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",None,bhangra city,rangla punjab arts academy,2019,4,0.1,2.85,0.7125,73,26.72310967979389,0.3660699956136149
